Test Case Number,Test Case Name,True Positive,Result,CWE,Category,Evidence,Confidence,Source,DataFlow,Sink
1093,,false,false,89,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,FB:89::SQL,0,null,null,null
1094,,false,false,0,SERVLET_HEADER,FB:null::SECSH,0,null,null,null
1094,,false,false,0,SERVLET_HEADER,FB:null::SECSH,0,null,null,null
1094,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
1094,,false,false,89,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,FB:89::SQL,0,null,null,null
1095,,false,false,0,SERVLET_HEADER,FB:null::SECSH,0,null,null,null
1095,,false,false,0,SERVLET_HEADER,FB:null::SECSH,0,null,null,null
1095,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
1095,,false,false,89,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,FB:89::SQL,0,null,null,null
1096,,false,false,0,SERVLET_HEADER,FB:null::SECSH,0,null,null,null
1096,,false,false,0,SERVLET_HEADER,FB:null::SECSH,0,null,null,null
1096,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
1096,,false,false,89,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,FB:89::SQL,0,null,null,null
1097,,false,false,0,SERVLET_HEADER,FB:null::SECSH,0,null,null,null
1097,,false,false,0,SERVLET_HEADER,FB:null::SECSH,0,null,null,null
1097,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
1097,,false,false,89,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,FB:89::SQL,0,null,null,null
1098,,false,false,0,SERVLET_HEADER,FB:null::SECSH,0,null,null,null
1098,,false,false,0,SERVLET_HEADER,FB:null::SECSH,0,null,null,null
1098,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
1098,,false,false,89,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,FB:89::SQL,0,null,null,null
1099,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
1099,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1099,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1099,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1099,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
1100,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1101,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1102,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
1102,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1102,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1102,,false,false,327,PADDING_ORACLE,FB:null::PADORA,0,null,null,null
1102,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1102,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
1103,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
1103,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1103,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1103,,false,false,327,PADDING_ORACLE,FB:null::PADORA,0,null,null,null
1103,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1103,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
1104,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
1104,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1104,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1104,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1105,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1105,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1106,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1106,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1107,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1107,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1108,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1108,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1109,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1110,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1111,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1112,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1113,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1114,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1115,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1116,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1117,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1119,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1119,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1119,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1119,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1119,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1119,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1119,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1120,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1121,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1122,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1123,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1123,,false,false,328,WEAK_MESSAGE_DIGEST_SHA1,FB:328::SECSHA1,0,null,null,null
1124,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1125,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1126,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1127,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1127,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1127,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1127,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1127,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1127,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1127,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1128,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1128,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1128,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1128,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1128,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1128,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1128,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1129,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1129,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1129,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1129,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1129,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1129,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1129,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1130,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1130,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1130,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1130,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1130,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1130,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1130,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1131,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1131,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1131,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1131,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1131,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1131,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1131,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1132,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1132,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1132,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1132,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1132,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1132,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1132,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1133,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1133,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1133,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1133,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1133,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1133,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1133,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1134,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1134,,false,false,113,HTTP_RESPONSE_SPLITTING,FB:113::SECHRS,0,null,null,null
1134,,false,false,614,INSECURE_COOKIE,FB:614::SECIC,0,null,null,null
1135,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1135,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1135,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1135,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1135,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1135,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1136,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1136,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1136,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1136,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1136,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1136,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1137,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1137,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1137,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1137,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1137,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1137,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1138,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1138,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1138,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1138,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1138,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1138,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1139,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1139,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1139,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1139,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1139,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1139,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1140,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1140,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1140,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1140,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1140,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1140,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1141,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1141,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1141,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1141,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1141,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1141,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1142,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
1143,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
1144,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
1145,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
1146,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
1147,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
1147,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1147,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
1148,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
1148,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1148,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1148,,false,false,327,PADDING_ORACLE,FB:null::PADORA,0,null,null,null
1148,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1148,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
1149,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
1149,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1149,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1149,,false,false,327,PADDING_ORACLE,FB:null::PADORA,0,null,null,null
1149,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1149,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
1150,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
1150,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1150,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1150,,false,false,327,PADDING_ORACLE,FB:null::PADORA,0,null,null,null
1150,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1150,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
1151,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
1151,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1151,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1151,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1152,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
1152,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1152,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1152,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1153,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
1153,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1154,,false,false,90,LDAP_INJECTION,FB:90::SECLDAPI,0,null,null,null
1154,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1155,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1156,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1157,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1158,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1159,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1160,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1161,,false,false,22,PATH_TRAVERSAL_OUT,FB:22::SECPTO,0,null,null,null
1162,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1162,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1162,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1162,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1162,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1162,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1162,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1163,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1163,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1163,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1163,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1163,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1163,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1163,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1164,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1165,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1165,,false,false,328,WEAK_MESSAGE_DIGEST_SHA1,FB:328::SECSHA1,0,null,null,null
1166,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1166,,false,false,328,WEAK_MESSAGE_DIGEST_SHA1,FB:328::SECSHA1,0,null,null,null
1167,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1167,,false,false,328,WEAK_MESSAGE_DIGEST_MD5,FB:328::SECMD5,0,null,null,null
1168,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1169,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1170,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
1171,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1172,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1173,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1174,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1176,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1177,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1178,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1179,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1180,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1181,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1182,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
1183,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1183,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1183,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1183,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1183,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1183,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1183,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1184,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1184,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1184,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1184,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1184,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1184,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
1184,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1185,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1185,,false,false,113,HTTP_RESPONSE_SPLITTING,FB:113::SECHRS,0,null,null,null
1185,,false,false,614,INSECURE_COOKIE,FB:614::SECIC,0,null,null,null
1186,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1186,,false,false,113,HTTP_RESPONSE_SPLITTING,FB:113::SECHRS,0,null,null,null
1186,,false,false,614,INSECURE_COOKIE,FB:614::SECIC,0,null,null,null
1187,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1187,,false,false,113,HTTP_RESPONSE_SPLITTING,FB:113::SECHRS,0,null,null,null
1187,,false,false,614,INSECURE_COOKIE,FB:614::SECIC,0,null,null,null
1189,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
1190,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
1191,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
1192,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
1193,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
1194,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
1195,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1195,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1195,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1195,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1195,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1195,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1196,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1196,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1196,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1196,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1196,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1196,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1197,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1197,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1197,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1197,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1197,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1197,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1198,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1198,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1198,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1198,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1198,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1198,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1199,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1199,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1199,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1199,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1199,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1199,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1200,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1200,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1200,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1200,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1200,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1200,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1201,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1201,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1201,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1201,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1201,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1201,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1202,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1202,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1202,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1202,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
1202,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
1202,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
1203,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
1204,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
1205,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
1206,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
1207,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
1208,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
1209,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
1209,,false,false,89,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,FB:89::SQL,0,null,null,null
